Winner,Loser,Winner_Score,Loser_Score
plyr. Uganda,plyr. Rwanda,2,1
plyr. Australia,plyr. Vanuatu,1,0
plyr. Congo,plyr. Gabon,3,2
plyr. Lebanon,plyr. Kuwait,3,1
plyr. New Zealand,plyr. Solomon Islands,2,0
plyr. France,plyr. Spain,2,1
plyr. Australia,plyr. New Zealand,2,0
plyr. France,plyr. Portugal,2,1
plyr. Solomon Islands,plyr. Vanuatu,2,1
plyr. Chile,plyr. Paraguay,3,1
plyr. Argentina,plyr. Colombia,3,1
plyr. Ecuador,plyr. Peru,2,1
plyr. Chad,plyr. Libya,3,1
plyr. Burundi,plyr. Djibouti,3,1
plyr. Botswana,plyr. Madagascar,1,0
plyr. Mexico,plyr. El Salvador,3,0
plyr. Zimbabwe,plyr. Seychelles,1,0
plyr. Mauritius,plyr. Tanzania,1,0
plyr. Uganda,plyr. Malawi,3,1
plyr. Benin,plyr. Namibia,2,0
plyr. Angola,plyr. Equatorial Guinea,1,0
plyr. Ethiopia,plyr. Zambia,1,0
plyr. France,plyr. Italy,2,1
plyr. Lesotho,plyr. Mozambique,1,0
plyr. Ivory Coast,plyr. Niger,1,0
plyr. Rwanda,plyr. Congo,2,1
plyr. Saint Vincent and the Grenadines,plyr. Trinidad and Tobago,2,1
plyr. Eswatini,plyr. Kenya,3,2
plyr. Rwanda,plyr. Uganda,2,0
plyr. Mexico,plyr. Venezuela,2,1
plyr. Namibia,plyr. Malawi,2,1
plyr. Guatemala,plyr. El Salvador,1,0
plyr. Tunisia,plyr. Madagascar,1,0
plyr. Zambia,plyr. Togo,2,0
plyr. Cameroon,plyr. Angola,3,0
plyr. DR Congo,plyr. Congo,2,0
plyr. Liberia,plyr. Nigeria,2,1
plyr. Morocco,plyr. Algeria,2,1
plyr. South Africa,plyr. Zimbabwe,2,0
plyr. Libya,plyr. Chad,3,1
plyr. Burundi,plyr. Djibouti,1,0
plyr. Eritrea,plyr. Sudan,2,1
plyr. Kenya,plyr. Eswatini,3,0
plyr. Madagascar,plyr. Botswana,2,0
plyr. Uganda,plyr. Malawi,2,1
plyr. Zambia,plyr. Ethiopia,2,0
plyr. Jamaica,plyr. Saint Vincent and the Grenadines,1,0
plyr. Barbados,plyr. Costa Rica,2,1
plyr. Trinidad and Tobago,plyr. Canada,2,0
plyr. DR Congo,plyr. Central African Republic,2,0
plyr. Guinea,plyr. Gambia,2,0
plyr. Mauritius,plyr. Tanzania,3,2
plyr. Mozambique,plyr. Lesotho,1,0
plyr. Mexico,plyr. Panama,1,0
plyr. Paraguay,plyr. Brazil,2,1
plyr. Uruguay,plyr. Venezuela,3,1
plyr. Argentina,plyr. Ecuador,2,0
plyr. Bolivia,plyr. Chile,1,0
plyr. Colombia,plyr. Peru,1,0
plyr. Guatemala,plyr. Barbados,2,0
plyr. Costa Rica,plyr. United States,2,1
plyr. Jamaica,plyr. Honduras,3,1
plyr. Lesotho,plyr. Angola,2,1
plyr. Trinidad and Tobago,plyr. Mexico,1,0
plyr. Chile,plyr. Venezuela,2,0
plyr. Brazil,plyr. Argentina,3,1
plyr. Bulgaria,plyr. Azerbaijan,2,1
plyr. North Macedonia,plyr. Azerbaijan,2,1
plyr. South Korea,plyr. China PR,1,0
plyr. India,plyr. Bangladesh,1,0
plyr. Zimbabwe,plyr. South Africa,1,0
plyr. Haiti,plyr. El Salvador,2,1
plyr. Lebanon,plyr. Oman,3,1
plyr. Oman,plyr. Lebanon,2,1
plyr. Myanmar,plyr. Malaysia,2,1
plyr. Syria,plyr. Bahrain,1,0
plyr. Jordan,plyr. Bahrain,2,0
plyr. Zimbabwe,plyr. Lesotho,3,0
plyr. Syria,plyr. Jordan,1,0
plyr. Chile,plyr. Brazil,3,0
plyr. Colombia,plyr. Uruguay,1,0
plyr. Costa Rica,plyr. Guatemala,2,1
plyr. Malaysia,plyr. Oman,2,0
plyr. Mexico,plyr. Canada,2,0
plyr. Bosnia and Herzegovina,plyr. Turkey,2,0
plyr. Belgium,plyr. Bulgaria,3,1
plyr. Slovenia,plyr. Czech Republic,1,0
plyr. Ecuador,plyr. Bolivia,2,0
plyr. Estonia,plyr. Andorra,1,0
plyr. Denmark,plyr. Faroe Islands,2,0
plyr. Finland,plyr. Norway,3,1
plyr. Iceland,plyr. Sweden,2,1
plyr. Iran,plyr. Georgia,2,1
plyr. Jamaica,plyr. El Salvador,1,0
plyr. Japan,plyr. United Arab Emirates,3,1
plyr. Belarus,plyr. Latvia,1,0
plyr. Moldova,plyr. Malta,1,0
plyr. Serbia,plyr. Northern Ireland,2,1
plyr. Peru,plyr. Venezuela,1,0
plyr. Russia,plyr. Israel,1,0
plyr. New Zealand,plyr. Oman,1,0
plyr. New Zealand,plyr. Malaysia,2,0
plyr. Sierra Leone,plyr. Togo,2,0
plyr. Egypt,plyr. Kenya,2,1
plyr. Zimbabwe,plyr. Lesotho,3,0
plyr. Iraq,plyr. Taiwan,3,0
plyr. Iraq,plyr. Myanmar,1,0
plyr. Indonesia,plyr. Taiwan,1,0
plyr. Cyprus,plyr. Andorra,3,2
plyr. Sweden,plyr. Azerbaijan,1,0
plyr. Belarus,plyr. Wales,2,1
plyr. Spain,plyr. Bosnia and Herzegovina,2,1
plyr. Czech Republic,plyr. Bulgaria,1,0
plyr. Colombia,plyr. Chile,1,0
plyr. China PR,plyr. Thailand,3,1
plyr. Egypt,plyr. Ivory Coast,1,0
plyr. Finland,plyr. Albania,2,1
plyr. Gabon,plyr. Morocco,2,0
plyr. Germany,plyr. Greece,2,0
plyr. Denmark,plyr. Iceland,2,1
plyr. Iraq,plyr. Uzbekistan,2,0
plyr. Northern Ireland,plyr. Malta,1,0
plyr. Paraguay,plyr. Venezuela,3,0
plyr. Russia,plyr. Switzerland,1,0
plyr. Turkey,plyr. Moldova,2,0
plyr. Poland,plyr. Ukraine,3,1
plyr. Madagascar,plyr. Zambia,2,1
plyr. Jamaica,plyr. Saint Vincent and the Grenadines,2,0
plyr. Scotland,plyr. Latvia,1,0
plyr. South Africa,plyr. Congo,2,1
plyr. Costa Rica,plyr. Barbados,3,0
plyr. Portugal,plyr. Estonia,3,1
plyr. Indonesia,plyr. Iraq,3,0
plyr. Israel,plyr. Liechtenstein,2,0
plyr. Serbia,plyr. Luxembourg,2,0
plyr. Argentina,plyr. Peru,2,1
plyr. Romania,plyr. Lithuania,1,0
plyr. Slovakia,plyr. North Macedonia,2,0
plyr. Togo,plyr. Sierra Leone,2,0
plyr. United States,plyr. Guatemala,1,0
plyr. Zimbabwe,plyr. DR Congo,3,2
plyr. United Arab Emirates,plyr. Lebanon,1,0
plyr. Libya,plyr. Sudan,1,0
plyr. Mexico,plyr. Ecuador,2,0
plyr. Saudi Arabia,plyr. Syria,2,1
plyr. Tanzania,plyr. Zanzibar,1,0
plyr. Saudi Arabia,plyr. Syria,3,0
plyr. Cayman Islands,plyr. Turks and Caicos Islands,3,0
plyr. Mexico,plyr. Bolivia,1,0
plyr. Iran,plyr. Qatar,2,1
plyr. Kenya,plyr. Burundi,1,0
plyr. Kuwait,plyr. Thailand,3,2
plyr. Jordan,plyr. Saudi Arabia,1,0
plyr. Egypt,plyr. Qatar,1,0
plyr. Burundi,plyr. Kenya,3,2
plyr. Australia,plyr. Kuwait,1,0
plyr. Saudi Arabia,plyr. China PR,2,0
plyr. North Macedonia,plyr. Azerbaijan,3,0
plyr. Estonia,plyr. Andorra,2,1
plyr. Ukraine,plyr. Armenia,3,2
plyr. Bulgaria,plyr. Malta,3,0
plyr. Burkina Faso,plyr. Burundi,1,0
plyr. Paraguay,plyr. Colombia,2,0
plyr. Germany,plyr. England,1,0
plyr. Greece,plyr. Finland,1,0
plyr. Italy,plyr. Romania,3,0
plyr. Austria,plyr. Liechtenstein,1,0
plyr. Slovenia,plyr. Luxembourg,2,1
plyr. Slovakia,plyr. Moldova,1,0
plyr. Poland,plyr. Belarus,3,1
plyr. Scotland,plyr. San Marino,2,0
plyr. Saudi Arabia,plyr. Kazakhstan,1,0
plyr. Spain,plyr. Israel,2,0
plyr. United Arab Emirates,plyr. Kuwait,1,0
plyr. El Salvador,plyr. Saint Vincent and the Grenadines,2,1
plyr. Argentina,plyr. Uruguay,2,1
plyr. Guatemala,plyr. Barbados,3,1
plyr. Bolivia,plyr. Peru,1,0
plyr. Ecuador,plyr. Chile,1,0
plyr. Honduras,plyr. Jamaica,1,0
plyr. Hong Kong,plyr. Singapore,1,0
plyr. Congo,plyr. Mauritius,2,1
plyr. Morocco,plyr. Kenya,1,0
plyr. Zambia,plyr. Namibia,2,1
plyr. Qatar,plyr. Thailand,3,1
plyr. Egypt,plyr. Sudan,1,0
plyr. Togo,plyr. Uganda,3,0
plyr. Uzbekistan,plyr. Turkmenistan,3,0
plyr. Canada,plyr. Panama,1,0
plyr. Albania,plyr. Greece,2,0
plyr. Turkey,plyr. Azerbaijan,1,0
plyr. Belarus,plyr. Armenia,2,1
plyr. Iceland,plyr. Northern Ireland,1,0
plyr. Republic of Ireland,plyr. Estonia,2,0
plyr. Israel,plyr. Bosnia and Herzegovina,3,1
plyr. Italy,plyr. Georgia,2,0
plyr. Portugal,plyr. Netherlands,2,0
plyr. Ukraine,plyr. Norway,1,0
plyr. Russia,plyr. Luxembourg,3,0
plyr. Iraq,plyr. Thailand,2,0
plyr. Malaysia,plyr. Cambodia,2,0
plyr. Kenya,plyr. Tanzania,3,0
plyr. Kuwait,plyr. South Korea,1,0
plyr. Iran,plyr. Iraq,1,0
plyr. South Korea,plyr. Indonesia,3,0
plyr. China PR,plyr. Qatar,3,1
plyr. South Korea,plyr. Iran,2,1
plyr. Malaysia,plyr. Sri Lanka,2,0
plyr. Saudi Arabia,plyr. Kuwait,3,2
plyr. Uganda,plyr. Ghana,2,1
plyr. Malaysia,plyr. Sri Lanka,3,1
plyr. United States,plyr. Mexico,2,0
plyr. Japan,plyr. China PR,3,2
plyr. Saudi Arabia,plyr. South Korea,2,1
plyr. Rwanda,plyr. Eritrea,1,0
plyr. South Korea,plyr. China PR,1,0
plyr. Japan,plyr. Saudi Arabia,1,0
plyr. Rwanda,plyr. Zambia,2,0
plyr. Rwanda,plyr. Zimbabwe,1,0
plyr. Singapore,plyr. Indonesia,1,0
plyr. Singapore,plyr. Cambodia,1,0
plyr. Indonesia,plyr. Philippines,3,0
plyr. Thailand,plyr. Myanmar,3,1
plyr. Myanmar,plyr. Philippines,3,0
plyr. Malaysia,plyr. Cambodia,3,2
plyr. Singapore,plyr. Laos,3,0
plyr. Cambodia,plyr. Laos,3,0
plyr. Vietnam,plyr. Singapore,1,0
plyr. Thailand,plyr. Philippines,2,0
plyr. Malaysia,plyr. Singapore,1,0
plyr. Bulgaria,plyr. Algeria,2,1
plyr. Albania,plyr. Malta,3,0
plyr. Brazil,plyr. Colombia,1,0
plyr. Argentina,plyr. Chile,2,0
plyr. Denmark,plyr. Germany,2,1
plyr. El Salvador,plyr. Jamaica,2,0
plyr. Estonia,plyr. Kyrgyzstan,1,0
plyr. Slovakia,plyr. Greece,2,0
plyr. Guatemala,plyr. Costa Rica,2,1
plyr. Republic of Ireland,plyr. Finland,3,0
plyr. Italy,plyr. England,1,0
plyr. Hungary,plyr. North Macedonia,1,0
plyr. Poland,plyr. Iceland,1,0
plyr. Portugal,plyr. Israel,2,1
plyr. Romania,plyr. Serbia,2,1
plyr. Latvia,plyr. San Marino,1,0
plyr. Australia,plyr. Scotland,2,0
plyr. Netherlands,plyr. Spain,2,1
plyr. Trinidad and Tobago,plyr. Panama,1,0
plyr. Ecuador,plyr. Venezuela,2,1
plyr. Thailand,plyr. Malaysia,2,0
plyr. Indonesia,plyr. Vietnam,3,2
plyr. Malaysia,plyr. Vietnam,3,0
plyr. Ivory Coast,plyr. Libya,2,1
plyr. Uganda,plyr. Burundi,2,1
plyr. Oman,plyr. Bahrain,2,1
plyr. Ethiopia,plyr. Somalia,2,1
plyr. Rwanda,plyr. Kenya,2,1
plyr. Ethiopia,plyr. Burundi,1,0
plyr. Iran,plyr. Tajikistan,2,0
plyr. Uganda,plyr. Rwanda,3,1
plyr. Algeria,plyr. Romania,3,2
plyr. Romania,plyr. Algeria,3,2
plyr. Estonia,plyr. Hong Kong,2,1
plyr. South Africa,plyr. Liberia,2,1
plyr. Argentina,plyr. Mexico,2,0
plyr. Andalusia,plyr. Morocco,2,0
plyr. Basque Country,plyr. Morocco,3,2
plyr. Kenya,plyr. Zambia,2,1
plyr. Egypt,plyr. United Arab Emirates,2,1
plyr. Eswatini,plyr. Angola,1,0
plyr. Angola,plyr. Lesotho,2,0
plyr. Eswatini,plyr. Namibia,2,1
plyr. Egypt,plyr. Zambia,3,1
plyr. Jordan,plyr. Romania,1,0
plyr. Algeria,plyr. Burundi,2,1
plyr. Bosnia and Herzegovina,plyr. Bangladesh,2,0
plyr. Qatar,plyr. Kuwait,1,0
plyr. Burkina Faso,plyr. Angola,1,0
plyr. Iceland,plyr. India,3,0
plyr. Kenya,plyr. Gabon,2,1
plyr. Nigeria,plyr. Zambia,1,0
plyr. Morocco,plyr. Tunisia,1,0
plyr. DR Congo,plyr. Ghana,2,1
plyr. Lesotho,plyr. Zimbabwe,2,1
plyr. Chile,plyr. Bahrain,2,0
plyr. Jordan,plyr. Hong Kong,2,0
plyr. Chile,plyr. Uzbekistan,2,0
plyr. Israel,plyr. Uzbekistan,2,0
plyr. Kuwait,plyr. Syria,2,0
plyr. Chile,plyr. Iceland,2,0
plyr. Ivory Coast,plyr. Sudan,2,0
plyr. Guinea,plyr. Mali,1,0
plyr. Serbia,plyr. Romania,2,0
plyr. Bosnia and Herzegovina,plyr. Chile,1,0
plyr. Mali,plyr. Burkina Faso,2,0
plyr. Egypt,plyr. North Korea,1,0
plyr. Serbia,plyr. Japan,1,0
plyr. Norway,plyr. South Korea,3,2
plyr. Bulgaria,plyr. Mexico,2,0
plyr. Cameroon,plyr. Benin,3,1
plyr. Serbia,plyr. Bosnia and Herzegovina,2,0
plyr. Algeria,plyr. Namibia,1,0
plyr. Eswatini,plyr. Botswana,2,1
plyr. Trinidad and Tobago,plyr. Grenada,2,1
plyr. Nigeria,plyr. Sudan,3,0
plyr. South Africa,plyr. Burkina Faso,1,0
plyr. United States,plyr. China PR,2,1
plyr. Angola,plyr. Libya,3,1
plyr. Botswana,plyr. Lesotho,2,1
plyr. Tunisia,plyr. Congo,2,1
plyr. Liberia,plyr. Ghana,3,1
plyr. Jordan,plyr. North Korea,1,0
plyr. Ivory Coast,plyr. Madagascar,3,1
plyr. Cameroon,plyr. Togo,2,0
plyr. Trinidad and Tobago,plyr. Grenada,2,0
plyr. North Korea,plyr. Jordan,2,0
plyr. Saudi Arabia,plyr. Syria,1,0
plyr. Thailand,plyr. Kyrgyzstan,3,1
plyr. Colombia,plyr. Mexico,3,2
plyr. Finland,plyr. Sweden,1,0
plyr. Kuwait,plyr. Bahrain,2,1
plyr. British Virgin Islands,plyr. Puerto Rico,2,1
plyr. Saudi Arabia,plyr. Uganda,3,1
plyr. Kyrgyzstan,plyr. Singapore,1,0
plyr. Colombia,plyr. United States,1,0
plyr. Senegal,plyr. Mali,1,0
plyr. Bahrain,plyr. Kyrgyzstan,1,0
plyr. Saint Martin,plyr. Montserrat,3,1
plyr. Fiji,plyr. Malaysia,2,0
plyr. Malaysia,plyr. Fiji,2,1
plyr. Kuwait,plyr. Kyrgyzstan,3,0
plyr. Bahrain,plyr. Singapore,2,1
plyr. Vietnam,plyr. Mongolia,1,0
plyr. Saudi Arabia,plyr. Bangladesh,3,0
plyr. Saint Martin,plyr. Anguilla,3,1
plyr. Armenia,plyr. Uzbekistan,2,0
plyr. Bangladesh,plyr. Mongolia,3,0
plyr. Qatar,plyr. Thailand,3,1
plyr. Israel,plyr. Moldova,1,0
plyr. Uzbekistan,plyr. Azerbaijan,2,1
plyr. Sweden,plyr. China PR,3,0
plyr. Thailand,plyr. Qatar,2,0
plyr. Finland,plyr. Oman,2,1
plyr. Saint Kitts and Nevis,plyr. Saint Lucia,2,0
plyr. Finland,plyr. Oman,2,0
plyr. Kuwait,plyr. Singapore,1,0
plyr. Bahrain,plyr. Kyrgyzstan,2,1
plyr. Bahrain,plyr. Singapore,2,0
plyr. Zimbabwe,plyr. Burkina Faso,2,1
plyr. Kuwait,plyr. Kyrgyzstan,2,0
plyr. Saint Lucia,plyr. Antigua and Barbuda,1,0
plyr. Cameroon,plyr. Zambia,1,0
plyr. Trinidad and Tobago,plyr. Cayman Islands,3,0
plyr. Liberia,plyr. Sierra Leone,1,0
plyr. South Africa,plyr. Malawi,2,1
plyr. Sudan,plyr. Ghana,1,0
plyr. Lithuania,plyr. Cyprus,2,1
plyr. Romania,plyr. Ukraine,1,0
plyr. France,plyr. Germany,1,0
plyr. Bahrain,plyr. Kuwait,1,0
plyr. Oman,plyr. Maldives,2,0
plyr. Colombia,plyr. Australia,3,2
plyr. Croatia,plyr. Austria,1,0
plyr. England,plyr. Spain,3,0
plyr. Argentina,plyr. Italy,2,1
plyr. Jamaica,plyr. Trinidad and Tobago,1,0
plyr. Bulgaria,plyr. Jordan,2,0
plyr. Latvia,plyr. Liechtenstein,2,0
plyr. Romania,plyr. Lithuania,3,0
plyr. Finland,plyr. Luxembourg,1,0
plyr. Sweden,plyr. Malta,3,0
plyr. Portugal,plyr. Andorra,3,0
plyr. Uruguay,plyr. Slovenia,2,0
plyr. United States,plyr. Mexico,2,0
plyr. Saint Kitts and Nevis,plyr. Dominican Republic,2,1
plyr. Dominican Republic,plyr. Antigua and Barbuda,3,2
plyr. Brazil,plyr. United States,2,1
plyr. Malaysia,plyr. Hong Kong,2,0
plyr. Qatar,plyr. Palestine,2,1
plyr. Botswana,plyr. Eswatini,1,0
plyr. Ivory Coast,plyr. DR Congo,2,1
plyr. Kenya,plyr. Uganda,1,0
plyr. Sudan,plyr. Sierra Leone,2,0
plyr. Zambia,plyr. Libya,2,0
plyr. Mozambique,plyr. Botswana,3,1
plyr. Qatar,plyr. Hong Kong,2,0
plyr. Lesotho,plyr. Eswatini,2,1
plyr. Palestine,plyr. Malaysia,1,0
plyr. Zimbabwe,plyr. Malawi,2,0
plyr. Saint Vincent and the Grenadines,plyr. Saint Lucia,2,0
plyr. Saint Vincent and the Grenadines,plyr. Dominica,2,0
plyr. Panama,plyr. El Salvador,1,0
plyr. Malawi,plyr. Botswana,1,0
plyr. Saint Lucia,plyr. Dominica,1,0
plyr. Gabon,plyr. Mali,2,0
plyr. Palestine,plyr. Hong Kong,1,0
plyr. Honduras,plyr. Chile,3,1
plyr. Hong Kong,plyr. Malaysia,2,1
plyr. Libya,plyr. Egypt,2,0
plyr. Qatar,plyr. Palestine,2,1
plyr. British Virgin Islands,plyr. United States Virgin Islands,2,0
plyr. Bulgaria,plyr. Iceland,2,1
plyr. England,plyr. Finland,2,1
plyr. Germany,plyr. Albania,2,1
plyr. Zimbabwe,plyr. Lesotho,1,0
plyr. Faroe Islands,plyr. Luxembourg,2,0
plyr. Namibia,plyr. Madagascar,2,1
plyr. Morocco,plyr. Tunisia,2,0
plyr. Czech Republic,plyr. Northern Ireland,1,0
plyr. Poland,plyr. Norway,3,2
plyr. Italy,plyr. Romania,2,0
plyr. Senegal,plyr. Uganda,3,0
plyr. South Africa,plyr. Mauritius,3,0
plyr. Sweden,plyr. North Macedonia,1,0
plyr. Trinidad and Tobago,plyr. Guatemala,3,1
plyr. Costa Rica,plyr. Trinidad and Tobago,3,0
plyr. Angola,plyr. Burkina Faso,2,0
plyr. Algeria,plyr. Burundi,1,0
plyr. Liberia,plyr. Congo,1,0
plyr. Ghana,plyr. DR Congo,3,0
plyr. Qatar,plyr. Hong Kong,3,0
plyr. Colombia,plyr. Bolivia,2,0
plyr. Oman,plyr. United Arab Emirates,2,1
plyr. Peru,plyr. Chile,3,1
plyr. England,plyr. Albania,3,1
plyr. Republic of Ireland,plyr. Andorra,3,0
plyr. Austria,plyr. Israel,2,1
plyr. Belarus,plyr. Norway,2,1
plyr. Ecuador,plyr. Brazil,1,0
plyr. Romania,plyr. Georgia,2,0
plyr. United States,plyr. Honduras,2,1
plyr. Bosnia and Herzegovina,plyr. Liechtenstein,3,0
plyr. Turkey,plyr. North Macedonia,2,1
plyr. Sweden,plyr. Moldova,2,0
plyr. Russia,plyr. Faroe Islands,1,0
plyr. Slovakia,plyr. Azerbaijan,3,1
plyr. Spain,plyr. France,2,1
plyr. Sri Lanka,plyr. Cambodia,1,0
plyr. Paraguay,plyr. Uruguay,1,0
plyr. Barbados,plyr. Grenada,2,1
plyr. Cuba,plyr. Dominica,3,1
plyr. Guyana,plyr. Saint Martin,2,0
plyr. Sudan,plyr. Oman,1,0
plyr. Cuba,plyr. Saint Martin,1,0
plyr. Guyana,plyr. Dominica,2,0
plyr. Cape Verde,plyr. Mauritania,1,0
plyr. Tonga,plyr. Samoa,1,0
plyr. Saint Martin,plyr. Dominica,3,2
plyr. Cuba,plyr. Guyana,3,0
plyr. India,plyr. United Arab Emirates,1,0
plyr. Mali,plyr. Liberia,3,0
plyr. Mauritius,plyr. Namibia,1,0
plyr. Suriname,plyr. Grenada,3,1
plyr. Saint Lucia,plyr. Guadeloupe,3,2
plyr. Mexico,plyr. Chile,1,0
plyr. Haiti,plyr. Saint Lucia,3,2
plyr. Australia,plyr. Fiji,2,0
plyr. Haiti,plyr. Guadeloupe,2,0
plyr. Kazakhstan,plyr. Macau,3,0
plyr. Oman,plyr. Bahrain,1,0
plyr. Morocco,plyr. Namibia,3,0
plyr. Senegal,plyr. Algeria,3,0
plyr. Sierra Leone,plyr. Nigeria,1,0
plyr. Cameroon,plyr. Libya,1,0
plyr. DR Congo,plyr. Madagascar,1,0
plyr. Ivory Coast,plyr. Congo,2,0
plyr. Liberia,plyr. Sudan,2,0
plyr. Mozambique,plyr. Lesotho,1,0
plyr. Turkmenistan,plyr. Jordan,2,0
plyr. Belize,plyr. Nicaragua,2,0
plyr. Uruguay,plyr. Chile,1,0
plyr. Ecuador,plyr. Paraguay,2,1
plyr. Egypt,plyr. Canada,3,0
plyr. Georgia,plyr. Israel,3,2
plyr. South Korea,plyr. Iran,1,0
plyr. Panama,plyr. Haiti,2,0
plyr. Austria,plyr. Liechtenstein,2,0
plyr. Denmark,plyr. Slovenia,3,0
plyr. Republic of Ireland,plyr. Andorra,3,1
plyr. Italy,plyr. South Africa,1,0
plyr. Lebanon,plyr. Philippines,3,0
plyr. Norway,plyr. Bulgaria,2,1
plyr. Russia,plyr. Serbia,1,0
plyr. Spain,plyr. Japan,1,0
plyr. Sweden,plyr. Switzerland,2,0
plyr. Albania,plyr. Turkey,2,0
plyr. United States,plyr. Costa Rica,1,0
plyr. Uzbekistan,plyr. Turkmenistan,1,0
plyr. Jordan,plyr. Taiwan,2,0
plyr. Belize,plyr. Nicaragua,2,1
plyr. Canada,plyr. Iran,1,0
plyr. South Korea,plyr. Egypt,2,1
plyr. United Arab Emirates,plyr. India,1,0
plyr. Yemen,plyr. Brunei,1,0
plyr. Bangladesh,plyr. Bhutan,3,1
plyr. Congo,plyr. Madagascar,2,0
plyr. China PR,plyr. Maldives,1,0
plyr. Indonesia,plyr. Cambodia,2,0
plyr. South Africa,plyr. Mozambique,3,0
plyr. Morocco,plyr. Algeria,2,1
plyr. Turkmenistan,plyr. Jordan,2,1
plyr. Tunisia,plyr. Madagascar,2,0
plyr. Nigeria,plyr. Liberia,2,0
plyr. South Africa,plyr. Zimbabwe,2,1
plyr. Saint Kitts and Nevis,plyr. Puerto Rico,2,0
plyr. Angola,plyr. Cameroon,2,0
plyr. Egypt,plyr. Senegal,1,0
plyr. Indonesia,plyr. Maldives,2,0
plyr. Togo,plyr. Zambia,3,2
plyr. Turkmenistan,plyr. Taiwan,1,0
plyr. Georgia,plyr. Azerbaijan,1,0
plyr. Oman,plyr. Philippines,2,0
plyr. Yemen,plyr. United Arab Emirates,2,1
plyr. India,plyr. Brunei,1,0
plyr. Jamaica,plyr. Martinique,1,0
plyr. Thailand,plyr. Pakistan,3,0
plyr. Thailand,plyr. Lebanon,2,1
plyr. Martinique,plyr. Barbados,3,1
plyr. Trinidad and Tobago,plyr. Jamaica,2,1
plyr. Andalusia,plyr. Iraq,3,1
plyr. United Arab Emirates,plyr. Yemen,3,2
plyr. Jamaica,plyr. Barbados,2,1
plyr. Laos,plyr. Philippines,2,0
plyr. Martinique,plyr. Trinidad and Tobago,2,1
plyr. China PR,plyr. Cambodia,3,1
plyr. Lesotho,plyr. Eswatini,1,0
plyr. Singapore,plyr. New Zealand,3,0
plyr. Trinidad and Tobago,plyr. Cuba,2,0
plyr. El Salvador,plyr. Nicaragua,3,0
plyr. Panama,plyr. Honduras,2,1
plyr. Martinique,plyr. Cuba,1,0
plyr. El Salvador,plyr. Panama,2,1
plyr. Oman,plyr. Syria,2,0
plyr. Trinidad and Tobago,plyr. Haiti,3,0
plyr. Thailand,plyr. Sri Lanka,3,0
plyr. China PR,plyr. Indonesia,2,0
plyr. Germany,plyr. Slovakia,2,0
plyr. Australia,plyr. Mexico,2,0
plyr. Costa Rica,plyr. Panama,2,1
plyr. Sri Lanka,plyr. Pakistan,3,1
plyr. Brazil,plyr. Cameroon,2,0
plyr. Japan,plyr. Canada,3,0
plyr. Algeria,plyr. Angola,3,2
plyr. Australia,plyr. France,1,0
plyr. Guatemala,plyr. Costa Rica,2,0
plyr. South Korea,plyr. Mexico,2,1
plyr. Belgium,plyr. Latvia,3,1
plyr. Denmark,plyr. Czech Republic,2,1
plyr. Switzerland,plyr. Faroe Islands,1,0
plyr. Italy,plyr. Georgia,2,1
plyr. Greece,plyr. Albania,1,0
plyr. Iceland,plyr. Malta,3,0
plyr. Japan,plyr. Cameroon,2,0
plyr. Israel,plyr. Liechtenstein,3,0
plyr. Nigeria,plyr. Madagascar,1,0
plyr. Bulgaria,plyr. Northern Ireland,1,0
plyr. Paraguay,plyr. Chile,1,0
plyr. Ecuador,plyr. Peru,2,1
plyr. Romania,plyr. Hungary,2,0
plyr. Slovenia,plyr. Luxembourg,2,0
plyr. Sweden,plyr. Slovakia,2,0
plyr. Turkey,plyr. Azerbaijan,3,0
plyr. Togo,plyr. Uganda,3,0
plyr. Poland,plyr. Wales,2,1
plyr. Argentina,plyr. Colombia,3,0
plyr. Egypt,plyr. Sudan,3,2
plyr. Guatemala,plyr. Panama,3,1
plyr. South Korea,plyr. Australia,1,0
plyr. Ivory Coast,plyr. Libya,3,0
plyr. Ghana,plyr. Zimbabwe,2,1
plyr. Cameroon,plyr. Canada,2,0
plyr. Germany,plyr. Albania,2,0
plyr. Azerbaijan,plyr. Slovakia,2,0
plyr. Czech Republic,plyr. Northern Ireland,3,1
plyr. Denmark,plyr. Malta,2,1
plyr. Republic of Ireland,plyr. Estonia,2,0
plyr. England,plyr. Greece,2,0
plyr. Croatia,plyr. Latvia,1,0
plyr. Romania,plyr. Lithuania,2,1
plyr. Russia,plyr. Luxembourg,2,1
plyr. Slovenia,plyr. Switzerland,1,0
plyr. France,plyr. Brazil,2,1
plyr. Japan,plyr. Australia,1,0
plyr. New Zealand,plyr. Cook Islands,2,0
plyr. Australia,plyr. Brazil,1,0
plyr. Angola,plyr. Mauritius,1,0
plyr. France,plyr. Japan,1,0
plyr. Tahiti,plyr. Solomon Islands,2,0
plyr. Zambia,plyr. Madagascar,1,0
plyr. Liberia,plyr. Mauritius,2,0
plyr. Costa Rica,plyr. Mexico,2,1
plyr. Gabon,plyr. Morocco,1,0
plyr. Nigeria,plyr. Namibia,2,0
plyr. Angola,plyr. Burundi,2,1
plyr. Burkina Faso,plyr. Algeria,1,0
plyr. DR Congo,plyr. Zimbabwe,2,1
plyr. Ghana,plyr. Lesotho,3,1
plyr. Sudan,plyr. Libya,1,0
plyr. Togo,plyr. Senegal,1,0
